Machine_ID,Temperature,Run_Time,Downtime_Flag
7,73.28500611594066,895.9187827745101,1
20,74.04184890445367,322.8932879411837,0
15,95.92273624696506,126.1083368623943,0
11,79.35341120682835,474.86177379630766,0
8,51.642333512171916,114.84267807960285,1
7,95.63747314395644,486.52948747456236,0
19,62.411322137857596,920.3768840381883,1
11,78.88159770457736,521.2473736923785,0
11,58.27566587139869,616.8832271681883,1
4,51.69395801232975,157.4817985368345,1
8,65.57365855663787,44.691890254089515,0
3,89.02478537730438,111.69715421762723,0
2,63.87935863147091,598.9330441086813,0
12,61.00486070405485,95.91668729331235,0
6,60.634039217061314,376.61689705137013,0
2,75.75868412034063,550.5418485176979,0
1,98.77706578413782,389.2641458312172,0
12,72.94944940085065,164.52011766383617,0
12,77.86526844450239,274.5175162065924,0
17,93.0316008945367,928.3892153157284,0
10,76.75348594668293,676.306293310769,1
16,59.2231435709428,496.5517908412067,0
15,64.97979558832385,13.702175096906625,0
15,65.49684631343055,992.4229850889807,0
19,69.8659057728799,671.7834799597487,1
12,71.33944526683747,317.6055548676,1
20,89.98910110371347,879.3893913378404,1
3,67.46934995246664,259.1731886715263,1
5,73.41159142206897,544.4725626035688,0
19,81.24879935255261,636.4346929660952,1
7,68.88629737200847,221.8423080822747,1
9,91.82824066461664,978.4188815217954,0
7,79.37268021170371,748.4437140730186,1
18,64.70223396104858,558.2554122855589,0
4,85.7029599894914,181.41400357712558,0
14,76.38238650723929,54.8043487910281,0
18,76.72279456286235,320.7397726884625,0
9,74.0543974193793,753.4341485774894,1
2,74.85059744106245,270.06196700372305,0
20,88.26781405331204,540.0166642750096,0
15,55.14907396656578,728.2192295540124,0
7,66.71814056552411,108.83577093181789,1
12,53.775168190194464,685.6127180997576,0
8,87.66231103737255,92.77901682233465,0
15,63.61509273601497,965.1646123848695,1
3,94.87152049094422,488.90573593487466,1
14,76.32892333296469,151.52543160216752,0
17,90.03748857430605,343.04125239751295,1
4,98.94657178079805,414.0030328459662,1
18,91.98944297282853,758.4268260654608,1
8,93.34968800057618,743.6803622905327,0
4,70.39922476824223,612.3285648319937,0
2,77.58612976296699,106.82478184593447,0
6,62.69442820216521,152.4178022160859,0
10,59.80565498467264,94.66316372491107,0
4,75.2753939553017,577.5956105042625,0
18,79.75244898502103,877.2613030698925,0
12,66.96356229480955,434.366711742517,0
2,78.47217588817502,161.68732578378845,0
10,94.37302412567516,558.484282823818,1
4,77.8360792391683,811.9404646488441,0
14,86.04065481552533,741.9703494514171,0
16,90.26574836789526,881.5693288953464,1
15,99.43643909777214,278.62419515161895,0
8,80.15987010884898,194.7599134005071,1
14,90.3425074481293,879.9366694559968,1
8,98.13246592774374,657.902752465245,0
16,97.22048627886367,311.61800107754664,1
13,57.054092438885675,742.6057025219367,0
18,70.3196154136761,815.3032660958875,0
15,66.19950305533999,615.3632621007912,0
13,54.346250747517466,688.1962257700352,0
9,81.66203874554803,375.88464453822365,1
15,86.79523065980013,539.156971675696,0
13,92.40640477334418,524.6350115554361,0
1,56.13884448313542,848.1997433396411,0
7,93.82220379376469,840.1240163019004,0
9,82.14627818071267,832.8477888776962,0
1,85.19730675692547,12.020582648203328,0
12,95.5312001770152,749.7959389844193,1
8,81.23806355216256,758.9177137208939,0
11,66.79329285749175,678.7004440322867,0
19,91.25536657113298,756.5083932335612,0
17,68.15296060975453,842.128401125212,0
8,51.71140554102646,470.8487350476839,1
3,91.53272532826249,502.5481632749587,0
3,67.25960724406377,125.58934285447909,0
1,88.69172616006702,385.99050716431447,0
5,68.13789473329727,643.7218147318725,1
10,93.05340099873608,780.6193763711273,0
7,60.975526254047935,217.99188859351935,0
9,98.7273632599435,138.68507626007616,1
7,88.98793873940154,663.3789624959917,0
9,55.711896296019844,2.878003641385731,1
8,78.28883099832802,179.1942117230225,1
12,99.26836561208674,30.04230896360978,0
2,73.55327263469073,167.71823273701605,0
1,59.105356941079165,182.1379606455797,0
16,74.2389183575173,388.2859211556438,0
5,75.62288279409609,402.9247975618694,1
3,87.08434721143328,874.3882081396275,0
12,84.94229265804522,510.5996027863264,0
8,70.12750217984903,723.681360846674,1
3,60.901155374704324,105.03322056236716,0
1,82.25270838846647,226.21331670823017,0
3,71.08519672766408,703.2404975376982,0
5,56.61381055626652,53.75115650805956,0
15,95.02861506181928,487.11106458150937,1
14,84.56109288048272,599.7695966972709,0
3,84.15919282227406,602.5434984084286,0
1,91.12919379558369,23.90987845677399,0
5,76.48308393275406,322.78589622495633,0
14,90.75272142012285,636.8541603981049,0
7,74.90453767555029,149.8507364130942,0
9,53.35876999578551,695.7202326797252,0
15,70.26240440138443,746.1792836048609,1
15,74.87324469899453,981.9872212556992,0
10,86.01012908161479,210.632152861553,0
13,55.32893650643372,825.305536998449,0
19,57.00092693302245,520.7762803417354,1
7,63.18419013173082,374.0891335480293,1
17,63.32491966854411,123.25438056785276,0
20,86.60922892295312,735.7701008810501,1
4,62.53653302807989,236.6217415445434,0
5,81.65490316787238,372.0505798711727,0
7,74.71369250691357,63.479684670471066,0
13,78.66471890897003,801.5655489036996,0
15,91.90534815891479,766.8219354476716,1
11,70.21907507745121,733.8822142122701,0
4,88.54556885321352,300.14406698139476,0
13,71.10180297753436,174.3065941916913,1
7,67.69356882806247,637.9157112057595,0
19,97.93135886566102,496.67021772910624,0
2,59.21854603394816,179.07421443773694,0
10,54.516848028880396,686.2253597788139,0
13,88.54929627677393,991.1353053894824,0
6,53.41248526770458,747.4723681542956,0
12,91.85394953515147,740.2464002989261,0
12,71.85966981786217,950.3624401776611,0
20,95.77568386459569,203.7334312073273,1
11,86.07664305609528,565.9844149565189,0
7,80.52023335039789,979.6670683188496,0
1,97.46533985288829,166.12881685920436,0
1,69.83246865260271,700.5517074850765,0
20,97.70434682698166,586.2243358259301,0
13,56.75006387106035,586.8926130965183,0
9,74.18774709662064,697.9729568925551,0
3,63.49556111960975,929.6873059528085,1
7,76.99213894540966,782.7993579114866,0
6,58.10069389457923,57.07996731279379,1
8,92.07648301550216,852.8752918558355,0
9,92.32039246572786,226.31578859580688,1
5,97.76181563617395,377.5372505716356,0
1,57.733607044161815,462.2710807987698,1
19,81.16662754524954,481.42509475231657,0
10,73.71186543501848,435.7452188561014,0
12,67.21918660221166,937.4159409216486,0
15,67.57700805671094,706.3129886563605,1
9,70.63967753033762,631.5394753107496,0
20,85.24627748444766,50.79218575515861,0
17,79.91430291340774,904.0094169301143,0
17,72.98407563805655,909.4808018163878,0
20,53.79667051848111,780.4328503666723,0
12,53.888267203947855,8.022174609805536,0
7,50.116969531288916,58.22297082654573,1
2,98.38496941035433,225.99847856622128,1
3,50.262690927919245,132.2180587367618,1
17,55.15468730068724,399.4371936740257,0
5,65.72982784047055,922.7004350297019,1
17,90.37151259083805,472.58837376280127,1
17,98.10493928820588,14.389223805733444,0
17,89.5006779395928,283.46294388918324,0
2,84.52801162228204,45.55031346458858,0
2,76.06503337067846,37.25133499088866,1
5,54.33526059310918,276.4441332424567,0
1,97.90853965019652,276.33672634026647,0
1,87.91962069728407,787.3394759990025,0
19,81.94746926671309,974.8598181283309,1
2,87.95179227694248,371.8358867961083,1
12,86.20516646365692,429.4579919821776,1
6,81.86157898947434,844.9446468497354,0
4,99.02884000899941,268.87088107541786,0
11,95.16819063180125,157.22542259904452,0
17,82.33324595585816,853.2365337802468,0
6,84.65876057284623,47.45408585362543,0
5,52.5797903329355,620.0797407592163,0
20,83.49587322750196,562.4308546193399,0
2,52.208271885505006,346.5745270541926,0
6,79.41318784849655,315.8743315762616,1
11,99.96767497829174,772.0858684554397,0
16,77.79032907185898,87.33818615178393,1
16,73.66050590406667,237.547525002074,0
1,65.64274282527938,732.7162831062517,0
9,56.02612893932322,548.7722631426979,0
6,86.55118357291408,128.8602203250528,0
16,59.62995138928152,882.253478667778,0
3,55.76410106236422,394.05439871702794,0
20,71.08813298652562,828.0405069468507,0
4,89.76709189795487,787.9253025121809,0
19,87.25322740601102,624.8010210252563,0
3,52.74413073232375,494.9866501637979,1
19,72.7571842518078,979.5712895413751,1
20,76.12172880355845,145.8201073074372,1
7,82.22733253129111,725.4305718235637,0
20,82.50836752216141,191.99951076332422,1
9,68.23486247286529,338.92484222701603,1
1,78.0338597001757,309.39004462982206,0
8,74.05309419220433,947.0889517509843,1
7,94.24991782616405,967.388821610487,0
18,76.51325663174501,183.83242879049243,1
8,72.05160808740808,23.013125137206682,1
1,70.22427248409254,720.28803162345,0
11,78.62138797167329,418.5719439366138,0
18,90.19884897004488,89.75140484247682,1
10,76.92007451903937,684.0703514714655,0
3,83.08275875402708,545.560422732439,0
7,86.89278834532625,980.5363051791049,1
